cnpj_basico;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte_empresa;ente_federativo_responsavel
02334293;MASTERSUL COMERCIAL LTDA;2062;49;5400000.0;03;
02335200;GIRO COMERCIO VAREJISTA DE ALIMENTOS LTDA;2062;49;5800000.0;03;
02339308;GPS EMPREENDIMENTOS LTDA - EM RECUPERACAO JUDICIAL;2062;64;7050000.0;03;
02341659;POLISAUDE LTDA;2062;05;3000000.0;03;
02342925;CIT - CENTRO DE INOVACAO E TECNOLOGIA LTDA;2062;49;3004740.0;03;
02346226;SANDIN AGRICOLA E IMOBILIARIA LTDA;2062;05;2530000.0;03;
02351726;COSMETICA PERFUMARIA LTDA;2062;49;4069051.0;03;
02352686;KATUR TRANSPORTES TURISTICOS LTDA;2062;49;3100000.0;03;
02353699;NOBRE TRANSPORTE E TURISMO LTDA;2062;49;10183000.0;03;
02358694;F NUNES FACTORING FOMENTO MERCANTIL LTDA;2062;49;2200000.0;03;
02362266;C&F CLINICA MEDICA LTDA;2240;49;2030000.0;03;
02363057;GLOBAL CONFECCOES LTDA;2062;49;2079898.0;03;
02367402;CONSULAT ESCRITORIO ADMINISTRATIVO LTDA;2062;05;2180994.0;03;
02371739;URBE PLANEJAMENTO URBANO, REGIONAL, PROJETOS ESTRATEGICOS E ARQUITETURA LTDA;2062;49;2300000.0;03;
02373656;SANTA URSULA ADMINISTRACAO DE BENS PROPRIOS E PARTICIPACOES LTDA;2062;49;21950000.0;03;
02377167;CASA DAS CORREIAS E BORRACHAS DIVINOPOLIS LTDA;2062;49;3650000.0;03;
02378325;PEGASO COMERCIO E SERVICOS LTDA;2062;49;5000000.0;03;
02379573;BINSFELD E SCHNEIDER ADMINISTRADORA DE BENS LTDA;2062;49;3291735.0;03;
02380232;CALDAS & FURLANI ENGENHARIA LTDA;2062;49;2800000.0;03;
02382582;SANTA IZABEL AGROPASTORIL COMERCIO E INDUSTRIA LTDA -;2062;64;3700000.0;03;
02384081;CV - RADIO E TELEVISAO LTDA;2062;05;4044683.0;03;
02387915;CONSTRUTORA DECOLA BRASIL LTDA;2062;49;5000000.0;03;
02391867;WIN TIME LTDA;2062;05;3654420.0;03;
02391885;ACR ADMINISTRACAO DE BENS PROPRIOS LTDA;2240;49;7695046.0;03;
02393300;FUNERARIA SAO PEDRO DE ALCANTARA LTDA;2062;49;2090000.0;03;
02394368;FRIGORIFICO FRIGOALPHA INDUSTRIA E COMERCIO DE GENEROS ALIMENTICIOS LTDA;2062;64;2490000.0;03;
02394409;DENVER EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;5127000.0;03;
02397420;ESCOM ENGENHARIA CONSTRUCAO E COMERCIO LTDA;2062;49;4000000.0;03;
02401322;AZEITAO DERIVADOS DE PETROLEO LTDA;2062;49;6400000.0;03;
02404355;SUPERMERCADO DOIS IRMAOS GUARACIABA LTDA;2062;49;2413606.18;03;
02405846;MAXPAV CONSTRUCOES LTDA;2062;49;9804000.0;03;
02406921;LAVOR E PIAGNO COMERCIO DE PECAS LTDA;2062;49;2800000.0;03;
02408974;SEMPRE - SERVICOS A NECROPOLE E EMPREENDIMENTOS LTDA;2062;49;2402263.92;03;
02409271;NATU BELLY IND E COM DE COSMETICOS LTDA;2062;49;9243970.0;03;
02409995;CID PARTICIPACOES E EMPREENDIMENTOS LTDA;2062;49;2506150.0;03;
02410971;METALURGICA BJ LTDA;2062;49;3000000.0;03;
02411308;ELO CONSTRUCOES LTDA;2062;49;6000000.0;03;
02412460;L.G.A. EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;3175000.0;03;
02412944;CONSTRUTORA OLIVEIRA LTDA;2062;49;3643497.91;03;
02414017;EXPRESSO TRANSPORTES KACULLA LTDA;2062;49;6000000.0;03;
02418125;M Z BERNARDI E CIA LTDA;2062;49;5000000.0;03;
02418279;PRISMA REVESTIMENTOS LTDA;2062;49;7948974.22;03;
02418504;RMC COMERCIO E SERVICOS LTDA;2062;49;2500000.0;03;
02419460;LABTECH PRODUTOS PARA LABORATORIOS E HOSPITAIS LTDA;2062;49;4188000.0;03;
02419572;SKJ ENGENHARIA E CONSTRUCOES LTDA;2062;49;6000000.0;03;
02419651;VESSONI CONSTRUCOES E SERVICOS LTDA;2062;49;6200000.0;03;
02419758;ROSA ACORSI ENGENHARIA LTDA;2062;49;3000000.0;03;
02421425;MARELU PARTICIPACOES LTDA;2062;05;11700000.0;03;
02425594;FAST MONEY FACTORING FOMENTO MERCANTIL LTDA;2062;49;2900000.0;03;
02431046;EVB TRANSPORTES E LOGISTICA LTDA;2062;49;3000000.0;03;
02441338;JBS CONSULTORIA PROJETOS E CONSTRUCOES LTDA;2062;49;4250000.0;03;
02446339;COMERCIAL DA TORRE EMPREENDIMENTOS LTDA;2062;49;5000000.0;03;
02450448;REMA ADMINISTRACAO E LOCACAO DE IMOVEIS LTDA;2240;49;5872110.0;03;
02452751;MINAGRO COMERCIO DE INSUMOS AGROPECUARIOS LTDA;2062;49;25000000.0;03;
02455668;J W COMERCIO E SERVICOS LTDA-EPP;2062;49;3800000.0;03;
02459626;CEREALISTA GOIANESIA LIMITADA;2062;05;2489200.0;03;
02463215;NORTE CONSULTORIAS TRIBUTARIAS E FINANCEIRAS LTDA;2062;49;17083217.0;03;
02464890;M. M. SPADA FURLAN LTDA;2062;05;3800000.0;03;
02466210;LIDER ENGENHARIA LTDA;2062;49;7000000.0;03;
02466678;VANOR LOCACOES, SERVICOS DE TERRAPLENAGEM E LIMPEZA LTDA.;2062;49;2500000.0;03;
02469728;BAILONI AUTO PECAS LTDA;2062;49;2040000.0;03;
02471562;PAULISTA FUTEBOL CLUBE LTDA.;2062;49;6984000.0;03;
02473331;CAABEL- COMERCIO AGRICULTURA E ADMINISTRACAO DE BENS LTDA;2062;49;6158932.0;03;
02475532;IMPORTADORA AIPANA LTDA;2062;49;2849400.0;03;
02477478;ASTRAL INDUSTRIA METALURGICA LTDA;2062;49;3249600.0;03;
02480483;FELIPE FREIRE ALBANELL & CIA LTDA;2062;49;3300000.0;03;
02480768;CONSULTE CONSULTORIA TECNICA;2232;49;3327000.0;03;
02481826;CONSTRUTORA MACADAME LTDA;2062;49;20000000.0;03;
02484044;JARDIM DO VALE LTDA;2062;05;5786875.0;03;
02485144;VERDE BRASIL MADEIRAS LTDA;2062;49;2500000.0;03;
02486105;EXTINPAR EXTINTORES DE INCENDIO LTDA;2062;49;10005000.0;03;
02486936;TERRACO SERVICOS E ASSESSORIA LTDA;2062;49;4000000.0;03;
02487640;PINHEIRO ADMINISTRACAO E COMERCIO DE IMOVEIS LTDA;2062;49;5163677.32;03;
02488691;FABRICIO C DA SILVA LTDA;2062;49;4500000.0;03;
02491944;EMARES - AYROMAR INDUSTRIA, COMERCIO E SERVICOS MARITIMOS LTDA;2062;49;10000000.0;03;
02492735;RODRIGUES E COUTO LTDA;2062;49;2500000.0;03;
02498268;CONSTRUTORA E INCORPORADORA LUDER LTDA;2062;49;2904648.0;03;
02498361;RONDOTERRA - CONSTRUCOES E TERRAPLENAGEM LTDA;2062;49;3000000.0;03;
02498823;GONCALVES COMERCIO DE MATERIAIS DE CONSTRUCAO AGUAI LTDA;2062;49;2540000.0;03;
02499321;LIMPEL LIMPEZA URBANA LTDA;2062;05;4900000.0;03;
02500342;BANCREDI RS - FOMENTO COMERCIAL LTDA;2062;49;3000000.0;03;
02506683;METALPORTO METALURGICA LTDA;2062;49;3250000.0;03;
02509885;PROCARDIO - SERVICOS MEDICOS ESPECIALIZADOS EM CARDIOLOGIA LTDA;2062;49;2563775.0;03;
02511127;LASTRO PROJETOS E CONSTRUCAO CIVIL LTDA;2062;49;10000000.0;03;
02512574;NOVACASA MATERIAIS DE CONSTRUCAO LTDA;2062;49;2078000.0;03;
02513693;M. P. DA SILVA ENGENHARIA LTDA;2062;49;2500000.0;03;
02514000;DIVICENTER COMUNICACAO VISUAL LTDA;2062;49;4500000.0;03;
02516147;AGROLINK IMPORTACAO, EXPORTACAO, COMERCIO E REPRESENTACAO LTDA;2062;49;3150000.0;03;
02520264;CERTEC ESTRUTURAS METALICAS LTDA;2062;49;7000000.0;03;
02523110;DIAGSON CLINICA DE DIAGNOSTICO POR IMAGEM LTDA;2062;49;2538760.0;03;
02529259;ORGANA AMBIENTAL LTDA;2062;49;4132000.0;03;
02532819;GABOARDI EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;05;3000004.0;03;
02536194;EBFR TRANSPORTES LTDA;2062;49;2484878.0;03;
02537928;CECTEL CENTRO CULTURAL TURISMO LTDA;2062;49;2580000.0;03;
02537958;LIEL COMERCIO DE MOVEIS LTDA;2062;49;6260000.0;03;
02538133;J. G. F. PACHECO;2135;50;5000000.0;03;
02544725;P F ALMEIDA MANHAES;2135;50;3000000.0;03;
02548455;CONE CONSTRUCOES E TRANSPORTES LTDA;2062;49;4000000.0;03;
02554665;CONTEL OBRAS E SERVICOS LTDA;2062;05;2739724.0;03;
02556167;CONSTRUTORA CARRAMANHO LTDA;2062;49;4000000.0;03;
02559227;PLURAL CENTRO EDUCACIONAL LTDA;2062;49;3000000.0;03;
02559808;ADMAX PARTICIPACOES LTDA;2062;49;4487500.0;03;
02560408;ROBERTO VIAGENS ESPECIAIS LTDA;2062;49;2050000.0;03;
02561825;TRINDADE E REIS CONSULTORES LTDA;2062;49;17121261.0;03;
02562434;CRATON-ROCHE RECURSOS MINERAIS LTDA;2062;49;298249581.0;03;
02566729;RONER IMOVEIS LTDA;2062;49;16524477.0;03;
02569821;KM EMPREENDIMENTOS LTDA;2062;49;3270000.0;03;
02570746;METALURGICA BRASIL CENTRAL LTDA;2062;49;2140000.0;03;
02571615;FSEG COMERCIO DE PRODUTOS ELETRONICOS LTDA;2062;49;4535000.0;03;
02574769;BOOMERANG TRANSPORTES LTDA;2062;49;11000000.0;03;
02578931;TAVARES PARTICIPACOES LTDA;2062;49;2342000.0;03;
02579307;MIDICOM COMERCIO E SERVICOS DE ELETRONICOS LTDA;2240;49;3000000.0;03;
02581118;D' SALOMAO TELHAS PRODUTOS SIDERURGICOS LTDA;2062;49;2600000.0;03;
02581600;WORK ENGENHARIA LTDA;2062;49;3000000.0;03;
02584473;GEOMASTER CONSULTORIA MINERAL LTDA.;2062;49;3000000.0;03;
02584703;MR PROJETOS E CONSULTORIA LTDA;2062;49;3938000.0;03;
02586312;PREST SERV SERVICOS INTEGRADOS LIMITADA;2062;49;2500000.0;03;
02588100;GESPAFA EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;3420000.0;03;
02588191;DELTA IND. CERAMICA LTDA;2062;49;6500000.0;03;
02588269;OURO PRETO EMPREENDIMENTOS LTDA;2062;49;4443992.0;03;
02590274;APC-ASSESSORIA DE IMOVEIS E PROJETOS E CONSTRUCAO LTDA;2062;49;3000000.0;03;
02593230;LJB NEGOCIOS IMOBILIARIOS LTDA;2062;49;3500000.0;03;
02595083;AGRODINAMICA - CONSULTORIA E PESQUISA AGROPECUARIA LTDA;2062;49;5000000.0;03;
02595192;VENTURELLI EMPREENDIMENTOS LTDA;2062;49;2500000.0;03;
02596143;J.B.W. CONSULTORIA EMPRESARIAL S/S  LTDA.;2240;49;2877000.0;03;
02600407;CONSTRUTORA LORENZONI LTDA;2062;49;14050000.0;03;
02600446;ORQUESTRAL PRODUTOS MUSICAIS LTDA;2062;49;3660000.0;03;
02600992;RRK EMPREENDIMENTOS LTDA;2062;49;3000000.0;03;
02602274;WELCOME - DIGITAL - SHOW TIME'S - SUPREME - CASARAO - TEAM'S - MUNDO DIGITAL - REDE DIGITAL - INSTITUTO TECNOLOGICO E SOLUCOES LTDA;2062;49;5000000.0;03;
02607198;D.R.R. CONSTRUCOES E COMERCIO LTDA.;2062;49;3500000.0;03;
02607395;AROMA INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA DA AMAZONIA LTDA;2062;49;2400000.0;03;
02607801;MF EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2784249.0;03;
02608176;CARLOS ANTONIO RODRIGUES LTDA;2062;49;2800000.0;03;
02612568;BONETTI LOGISTICA LTDA;2062;49;3569000.0;03;
02617036;ARTERIAL LIFE SERVICOS E COMERCIO LTDA;2062;05;5000000.0;03;
02617304;CATHAMAX CONSTRUCOES LTDA;2062;49;10000000.0;03;
02620639;TERRAS D'KANA AGROPECUARIA LTDA;2062;05;4480000.0;03;
02623474;MONTAGENS E TRANSPORTES HERMONT LTDA;2062;49;5000000.0;03;
02630086;SERVTEC PAISAGISMO LTDA;2062;49;5000000.0;03;
02631485;MONTREAL NORTE TRANSPORTES E SERVICOS ELETRICOS LTDA;2062;49;3580000.0;03;
02634034;C H PARTICIPACOES E ADMINISTRACAO DE IMOVEIS LTDA;2062;05;3751587.0;03;
02637512;E. M. SILVA & CIA LTDA;2062;49;4000000.0;03;
02642770;SHG CONSTRUCOES LTDA;2062;49;5000000.0;03;
02643730;ALUMINIO APLICADO LTDA;2062;49;3000000.0;03;
02646471;MEDICINA HIPERBARICA ZONA SUL LTDA;2062;49;2208000.0;03;
02648414;LUPI PATRIMONIAL LTDA;2062;05;7990160.0;03;
02648904;R. A. PIEROZAN TRANSPORTES LTDA;2062;05;2661000.0;03;
02650276;POLO SUL MATERIAIS PARA CONSTRUCAO LTDA;2062;49;2300000.0;03;
02651304;CONSTRUTORA LIOTTO LTDA;2062;49;4000000.0;03;
02651520;ARCON - EMPREENDIMENTOS E CONSTRUTORA  ARANTES LTDA;2062;49;4350000.0;03;
02655183;EAGLE REPRESENTACAO COMERCIAL LTDA;2062;49;3800000.0;03;
02657163;JAR CONSULTORIA E ADMINISTRACAO DE BENS LTDA;2062;49;9823000.0;03;
02659207;AUTO VIACAO GADOTTI LTDA;2062;49;2370000.0;03;
02660033;TECNOR INDUSTRIA E CONSTRUCOES LTDA;2062;49;4500000.0;03;
02660571;INDIE RECORDS LTDA;2240;49;20817000.0;03;
02663037;PLANALTO ARMAZENS GERAIS LTDA;2062;49;8794120.0;03;
02664924;FAZENDA BARREIROS LTDA;2062;49;2864338.0;03;
02668296;RSL INCORPORACOES LTDA;2062;49;2196946.0;03;
02669611;ADF SERVICOS ADMINISTRATIVOS LTDA;2062;49;2700000.0;03;
02669790;PORTO NORTE LTDA;2062;49;10000000.0;03;
02672222;CONSTRUTORA VENUS LTDA;2062;49;9000000.0;03;
02673826;AQUATRO EMPREENDIMENTOSIMOBILIARIOS LTDA;2062;49;4035600.0;03;
02675656;BIOTECS ENGENHARIA E COMERCIO LTDA;2062;49;16676000.0;03;
02676310;IDEIAS TURISMO LTDA;2062;49;6600000.0;03;
02677635;MAXIGAS COMERCIO DISTRIBUICAO E SERVICOS LTDA;2062;49;5000000.0;03;
02682365;GELBO ENGENHARIA LTDA;2062;49;3000000.0;03;
02685455;MAJO CARNEIRO PY EMPREENDIMENTOS E PARTICIPACOES LTDA.;2062;49;2600000.0;03;
02687239;MORETO TAXI AEREO LTDA;2062;49;3420000.0;03;
02688357;RONE USINAGEM EQUIPAMENTOS LTDA;2062;49;2500000.0;03;
02708880;KLY SERVICOS INDUSTRIAIS E COMERCIO LTDA.;2062;49;5587800.0;03;
02710640;REAL STATE EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;3570000.0;03;
02714199;EXPRESSO SEM FRONTEIRAS LTDA;2062;05;2500000.0;03;
02714994;DUOMUR C L ADMINISTRACAO E EMPREENDIMENTOS LTDA.;2062;49;3250000.0;03;
02717256;EDISON & MOHANA ATACADO E VAREJO LTDA;2062;49;5000000.0;03;
02718353;PRAIA PARK CLUB LTDA;2062;05;2680000.0;03;
02722670;AGROPECUARIA VERZA LTDA;2062;49;10510000.0;03;
02723502;ECO - AMBIENTAL LTDA;2062;49;4000000.0;03;
02726218;EMBRAFLEX - EMPRESA BRASILEIRA DE EMBALAGENS FLEXIVEIS LTDA;2062;49;4002000.0;03;
02726358;CONALPA CONSTRUTORA ALTA PAULISTA LTDA;2062;49;2400000.0;03;
02727541;BARROSO EMPREENDIMENTOS LTDA;2062;49;5379421.0;03;
02731813;SANDRA MARIA CANDIDA FRUTUOSO LTDA;2062;49;3871500.0;03;
02734506;RMN PARTICIPACOES LTDA;2062;49;2250000.0;03;
02735064;HYDROGEO PROJETOS E SERVICOS  LTDA;2062;05;12500000.0;03;
02735154;BRIQFENO INDUSTRIA E COMERCIO DE FENO LTDA;2062;49;2300000.0;03;
02737125;FRIGORIFICO AMAZONA LTDA;2062;49;2500000.0;03;
02737691;A B COMPUTACAO - IMPORTACAO E EXPORTACAO LTDA;2062;49;3000000.0;03;
02738393;E PUKALL & CIA LTDA;2062;49;2500000.0;03;
02739046;GASTROCLIN - CLINICA DE ENDOSCOPIA DIGESTIVA E GASTROENTEROLOGIA LTDA;2062;49;2189500.0;03;
02739402;SETTE CAPITAL LTDA;2062;49;10000000.0;03;
02742160;MASSA FALIDA DE ASSIMEDE ASSISTENCIA MEDICA ESPECIALIZADA LTDA;2062;13;2110000.0;03;
02742284;INTELLI PROJETOS E CONSTRUCOES LTDA;2062;49;5000000.0;03;
02742931;PRISMA PARTICIPACOES LTDA;2062;49;2652128.0;03;
02749276;EF AGROPECUARIA LTDA;2062;49;5288179.0;03;
02750056;AQUARIO PARTICIPACAO E INCORPORACAO LTDA;2062;49;2704575.9;03;
02753732;INTER SERVICOS LTDA;2062;49;2517807.0;03;
02755341;TSK BIOSISTEMAS LTDA;2062;05;5000000.0;03;
02756536;SORRINORTE SUPERMERCADOS LTDA;2062;49;5500000.0;03;
02762072;ANAPURUS COMERCIO E PARTICIPACOES LTDA;2062;49;30402376.0;03;
02762216;G.F. COBRA MATE SERVICOS DE SEGURANCA E VIGILANCIA LTDA;2062;49;4000000.0;03;
02762328;MECANICA GARIBALDI DIESEL LTDA;2062;49;3000000.0;03;
02763999;G8 HOTELARIA RIO PRETO LTDA.;2062;05;5656000.0;03;
02764849;VACCARI SERVICOS EM T.I. LTDA;2062;49;6301964.0;03;
02766027;P E R EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;3746460.0;03;
02769988;FAZENDA HOTEL MESTRE D ARMAS LTDA;2062;49;3650000.0;03;
02770479;DYNAMIC MED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;2062;49;2100000.0;03;
02772467;JUJO EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;05;2338500.0;03;
02779363;SANCHES & SCUISATO LTDA;2062;49;2709000.0;03;
02789889;NM EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA.;2062;49;3314064.0;03;
02791412;TALINDA CONFECCOES LTDA;2062;49;2091759.56;03;
02791722;GUARA CONSTRUCOES E SERVICOS DE SANEAMENTO BASICO LTDA;2062;49;5000000.0;03;
02794924;R. CAMPOS EMPREENDIMENTOS LTDA;2062;05;2925500.0;03;
02795018;TFP ENGENHARIA LTDA;2062;49;3785000.0;03;
02795642;FRAMATIG MAQUINAS DE SOLDA LTDA;2062;49;2797250.0;03;
02804729;XLAM DO BRASIL ESTRUTURAS ENGENHARIA INDUSTRIA E COMERCIO DE MADEIRAS LTDA;2062;49;3000000.0;03;
02808464;RMH PARTICIPACOES LTDA;2062;49;5700000.0;03;
02812971;CONSTRUTORA ARCO IRIS LTDA;2062;49;2020000.0;03;
02815516;PROCIUNCLA & CIA LTDA;2062;49;5370000.0;03;
02816476;LUX ADMINISTRACAO DE BENS IMOVEIS LTDA;2062;49;4728184.0;03;
02822420;SPORT BIKE COMERCIO DE ARTIGOS ESPORTIVOS, PECAS E ACESSORIOS LTDA;2062;49;2708502.02;03;
02823683;CAPRICORN TECHNOLOGIES DO BRASIL LTDA;2062;49;2300000.0;03;
02824298;PRINTCOLOR GRAFICA E EDITORA LTDA;2062;49;2380000.0;03;
02829983;FONINI METALURGIA E ILUMINACAO LTDA;2062;49;2800000.0;03;
02833592;DM&FILHOS HOLDING LTDA;2062;49;2034000.0;03;
02833870;L B EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;29299511.0;03;
02834047;R.A. DROGARIAS LTDA;2062;05;4385001.0;03;
02835089;OBARAPAY - AGRO FACTORING LTDA;2062;49;50000000.0;03;
02835678;PEDRA GRANDE LTDA;2062;49;13047728.0;03;
02837489;AGROPECUARIA VIRTUOSA LTDA;2062;49;4000000.0;03;
02838407;EPLAN ENGENHARIA, PLANEJAMENTO E ELETRICIDADE LTDA;2062;49;6510500.0;03;
02840960;EXPRESSO BRASILEIRO TRANSPORTE RODOVIARIO E TURISMO LTDA;2062;49;10000000.0;03;
02841159;SOPER ADMINISTRACAO E PARTICIPACOES LTDA;2062;49;10000000.0;03;
02842443;MS FACTORING - FOMENTO MERCANTIL LTDA;2062;49;10000000.0;03;
02842637;V G ACOS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA;2062;49;5000000.0;03;
02844621;ALLIMENTA TECNOLOGIA EM RACOES LTDA;2062;49;2920630.0;03;
02851330;CLINICA ENDOCRINOGINECOLOGICA LTDA;2240;49;3000000.0;03;
02853129;ESTRELA CONSULTORIA E NEGOCIOS IMOBILIARIOS LTDA;2062;49;5100000.0;03;
02854777;TERRARADA MAQUINAS AGRICOLAS LTDA;2062;49;2600000.0;03;
02856401;H T F - CONSTRUTORA LTDA;2062;49;18000000.0;03;
02858942;ECO ENGENHARIA LTDA;2062;49;3100000.0;03;
02860191;HOUSE CONFECCOES LTDA;2062;49;2420000.0;03;
02862309;EMPREENDIMENTOS MORADA DO LAGO LTDA;2062;49;2232222.0;03;
02863167;AGROPASTORIL CAMPINAS LTDA.;2062;49;4250000.0;03;
02864748;ALGODOEIRA OURO BRANCO LTDA;2062;05;3700000.0;03;
02864963;INCORPORADORA LUANA LTDA;2062;49;3872559.0;03;
02866128;INCORPORADORA AGUA CLARA LTDA;2062;49;14722886.0;03;
02866652;MORAES E GIROTO INDUSTRIA E COMERCIO LTDA;2062;49;2200000.0;03;
02870432;NERES EMPREENDIMENTOS LTDA;2062;49;2200000.0;03;
02871848;CENVEL CENTRAL LOCADORA LTDA;2062;49;4750000.0;03;
02874570;GHW BRASIL LTDA;2062;05;3537224.0;03;
02874625;O'MARTIN - SERVICOS E LOCACOES LTDA;2062;49;6050000.0;03;
02874689;PEMAL PARTICIPACOES E EMPREENDIMENTOS ASSOCIADOS LTDA;2062;49;3310500.0;03;
02876222;IMOBILIARIA MAIA FILHO LTDA;2062;49;6907082.26;03;
02880510;CONEXOS CONSULTORIA E SISTEMAS LTDA.;2062;49;2700000.0;03;
02887013;FUJIDAYCLINIC LTDA;2062;49;2850000.0;03;
02887437;RIO VENTURA - QUIMICA LTDA.;2062;49;2564843.0;03;
02888400;CONVALE CONSTRUTORA VALE DO PARAIBA LTDA;2062;49;10000000.0;03;
02890446;SOCIEDADE COMERCIAL APE LTDA;2062;49;3500000.0;03;
02891839;DI ZANETTE PARTICIPACOES E INCORPORACOES LTDA;2062;49;3220000.0;03;
02893543;ENGENHO PROJETOS E CONSTRUCOES LTDA;2062;49;2550000.0;03;
02894373;ADRIJOIVE TRANSPORTES URBANOS LTDA;2062;49;3100000.0;03;
02895794;JPN ENGENHARIA E INCORPORACAO LTDA;2062;49;4000000.0;03;
02901262;INDUSTRIA MECANICA E COMERCIO TECNOSOLDAS LTDA;2062;49;2340000.0;03;
02901903;ARTHUR TELECOMUNICACOES E REDES LTDA;2062;49;8000000.0;03;
02903135;BMNP - INCORPORACAO, CONSULTORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;4085782.0;03;
02903203;D.A.G. CONSTRUTORA LTDA;2062;49;21185115.0;03;
02904693;CMG IND E COM DE MAQUINAS LTDA;2062;49;43300000.0;03;
02906043;INTERMEDIUM TERCEIRIZACAO DE SERVICOS LTDA;2062;49;4200000.0;03;
02906213;ARKITEC BRASIL SERVICOS DE MANUTENCAO PREDIAL LTDA;2062;49;3620000.0;03;
02908313;BRITANICA ADMINISTRACAO & TERCEIRIZACAO LTDA;2062;49;2500000.0;03;
02909321;LEPORT IMPORTACAO E COMERCIO LTDA;2062;49;2465000.0;03;
02909693;CONSTRUTORA LITORAL LTDA;2062;49;2500000.0;03;
02910532;JLS ADMINISTRACAO E PARTICIPACOES LTDA;2062;49;3100000.0;03;
02910981;IMOBILIARIA LEMON LTDA;2062;49;5777213.0;03;
02911813;NUCLEO EMPRESARIAL GRAF LTDA;2062;49;2132000.0;03;
02914806;FAZENDA CAMPINAS LTDA.;2062;05;6600000.0;03;
02916036;KAAVER LOCACOES LTDA.;2062;49;6869000.0;03;
02921377;RADIO TROPICAL AM LTDA;2062;49;6036000.0;03;
02923493;VICTER COMERCIAL LTDA;2062;49;3800000.0;03;
02923905;POMAR - ASSESSORIA EMPRESARIAL E INVESTIMENTOS IMOBILIARIOS LTDA.;2062;05;8400000.0;03;
02924131;M. R. CONSTRUCOES LTDA;2062;49;10000000.0;03;
02927591;PLASKIT INDUSTRIA E COMERCIO DE TERMOPLASTICO LTDA;2062;49;2500000.0;03;
02933525;H.Z.W. PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;8560000.0;03;
02934270;NACIONAL CONSTRUCOES & SERVICOS TECNICOS LTDA;2062;49;4200000.0;03;
02935897;MARIA JOSEFINA PEREIRA CONSTRUTORA;2135;50;3000000.0;03;
02937303;INTENSIVEMED IMPORTACAO E COMERCIO LTDA;2062;49;3520000.0;03;
02945388;S. BUFFARA PARTICIPACOES E EMPREENDIMENTOS LTDA;2062;49;37000000.0;03;
02946282;PROCAFE- IND. E COM. DE CAFES LTDA;2062;49;4000000.0;03;
02947033;NEVACOR - ADMINISTRACOES, PARTICIPACOES E INCORPORACOES LTDA;2062;49;5000000.0;03;
02949141;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA;2062;49;4147920.0;03;
02950359;VORTEX COMERCIO E SERVICOS DE AERONAVES LTDA.;2062;49;4000000.0;03;
02951156;CEARA MATERIAIS PARA CONSTRUCAO DE GUAXUPE LTDA;2062;49;2700000.0;03;
02951592;PAREDAO SERVICOS E COMERCIO LTDA;2062;49;4000000.0;03;
02955787;MORADA INCORPORACOES LTDA;2062;49;8000000.0;03;
02956177;SUANA PARTICIPACOES LTDA;2062;49;9392000.0;03;
02958372;AGS INCORPORADORA LTDA;2062;05;8012218.0;03;
02958777;CVD PROJETOS E CONSTRUCOES LTDA;2062;49;2500000.0;03;
02960929;COSTA E CARVALHO LTDA;2062;49;10000000.0;03;
02962526;INDUSTRIA METALURGICA SEM LTDA;2062;49;3100000.0;03;
02968095;AGC ENGENHARIA LTDA;2062;49;2912000.0;03;
02969899;MARILIZ LIMA - GINECOLOGIA E OBSTETRICIA E ERICKSON BLUN - CIRURGIA DO APARELHO DIGESTIVO LTDA;2062;05;7886113.0;03;
02970405;ULITINTAS UTILIDADES PARA PINTURA LTDA;2062;49;2325000.0;03;
02971882;SALVI - COMERCIO DE HORTIFRUTIGRANJEIROS LTDA;2062;49;4500000.0;03;
02976059;O.N.F. BRASIL - GESTAO FLORESTAL LTDA;2062;05;6091558.0;03;
02976782;MACSERVICES LOCACAO DE VEICULOS LTDA;2062;49;3000000.0;03;
02977432;PAK MAK INDUSTRIA E COMERCIO DE MAQUINAS LTDA;2062;49;8000000.0;03;
02978821;GLOBALTEC INDUSTRIALIZACAO E TECNOLOGIA LTDA;2062;49;2851000.0;03;
02986163;LUMAR HOLDING LTDA;2062;49;3000000.0;03;
02987129;ULTRA MASTER PLUG COMERCIO E INDUSTRIA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA;2062;49;2500000.0;03;
02987913;HORIZONTE DISTRIBUIDORA DE PRODUTOS LOTERICOS LTDA;2062;49;5360000.0;03;
